ID,Name,Day,Age,Response,Gender
87,James,Sixth,23,0.6633255597766218,0
88,Charles,Sixth,18,0.6406938401660549,0
89,Arthur,Sixth,21,0.6547226491561557,0
90,Robert,Sixth,21,0.46504208030379424,0
91,William,Sixth,30,0.5665519641804087,0
92,Raymond,Sixth,25,0.6234046756685127,0
93,Michael,Sixth,18,0.4054389794121322,0
94,James,Sixth,27,0.4832817739075767,0
95,James,Sixth,22,0.4623935581996443,0
96,Jayson,Sixth,30,0.6183163685997498,0
97,Don,Sixth,24,0.5733711927951894,0
98,Joseph,Sixth,29,0.4873175435671538,0
99,Paul,Sixth,22,0.688110681439846,0
100,Roberto,Sixth,27,0.434629408779397,0
101,Vanessa,Sixth,25,0.5111038562077044,1
102,Alice,Sixth,23,0.4972015920269251,1
103,Josephine,Sixth,27,0.6222947266717184,1
104,Annie,Sixth,28,0.4729998858439837,1
105,Veronica,Sixth,18,0.49929018827319105,1
106,Elizabeth,Sixth,23,0.3895004576945725,1
107,Marie,Sixth,29,0.4726102218311762,1
108,Barbara,Sixth,20,0.46548009145996394,1
109,Donna,Sixth,29,0.4993503685979966,1
110,Shannon,Sixth,29,0.536872124109889,1
111,Miranda,Sixth,28,0.5454813912263198,1
112,Brianna,Sixth,22,0.45206577509430196,1
113,Willie,Sixth,25,0.39099589041022575,1
114,Rachel,Sixth,21,0.49833795888701615,1
115,Maria,Sixth,21,0.6115318473116368,1
116,Barbara,Sixth,23,0.3798873826666749,1
117,Mattie,Sixth,26,0.6024999519165927,1
118,Barbara,Sixth,22,0.5365787533599118,1
119,Nicole,Sixth,22,0.3719803042196256,1
120,Kimberly,Sixth,25,0.3900251680666901,1
121,Maya,Sixth,27,0.5012211361474402,1
122,Tammy,Sixth,21,0.5900732351352194,1
123,Marilyn,Sixth,24,0.5111264805624623,1
124,Karen,Sixth,26,0.5719529873473642,1
125,Sherri,Sixth,20,0.5344687407956776,1
126,Lisa,Sixth,22,0.4285293196734672,1
127,Ruth,Sixth,23,0.4141276409539065,1
128,Beatriz,Sixth,22,0.580891276391413,1
129,Wilma,Sixth,25,0.41292421225187,1
130,Alyssa,Sixth,30,0.5691490519310829,1
131,Samira,Sixth,24,0.5983022594122839,1
132,Danielle,Sixth,26,0.6119405745912091,1
133,Rachal,Sixth,30,0.4502686799797943,1
134,Candice,Sixth,30,0.4958386248306951,1
135,Yvonne,Sixth,30,0.5707502520010675,1
136,Lorraine,Sixth,19,0.4435393854940667,1
137,Minnie,Sixth,25,0.4677632036651698,1
138,Katherine,Sixth,27,0.40429724258458183,1
139,Teresa,Sixth,24,0.6421220921833651,1
140,Suzanne,Sixth,21,0.542283761995531,1
141,Maria,Sixth,30,0.39329161255034334,1
142,Laura,Sixth,21,0.5375873055372921,1
143,Georgette,Sixth,20,0.392442361268742,1
144,Marcia,Sixth,19,0.5829517088661433,1
145,Susie,Sixth,21,0.48000016154717273,1
146,Deanna,Sixth,18,0.4949746972751772,1
147,Harriet,Sixth,22,0.46516205380374437,1
148,Laverne,Sixth,23,0.21852240343463564,1
149,Evelyn,Sixth,27,0.5256522259273075,1
150,Jessica,Sixth,22,0.46267561132136725,1
151,Mary,Sixth,28,0.5971399636524906,1
152,Maurine,Sixth,23,0.3862647280799457,1
153,Millicent,Sixth,21,0.41539557943221994,1
154,Twila,Sixth,22,0.4434321643778448,1
155,Kim,Sixth,27,0.5783197667230191,1
156,Elida,Sixth,27,0.4595253229609275,1
157,Robin,Sixth,21,0.40689434554939796,1
158,Katrina,Sixth,23,0.574720890916179,1
159,Christina,Sixth,23,0.44716957475220676,1
160,Ashley,Sixth,21,0.36587775373073034,1
161,Katherine,Sixth,19,0.5443646468409017,1
162,Stella,Sixth,18,0.38119081334213684,1
163,Lillian,Sixth,29,0.5827037820459395,1
164,Megan,Sixth,26,0.6712950290615973,1
165,Martha,Sixth,30,0.5999854536629398,1
166,Tamra,Sixth,22,0.5426967026078454,1
167,Barbara,Sixth,23,0.5266036117738924,1
168,Helen,Sixth,23,0.38274411414019605,1
169,Delores,Sixth,20,0.5125524640036196,1
170,Cassandra,Sixth,19,0.5445426304713614,1
171,Shawn,Sixth,20,0.5415660559256122,1
172,Diane,Sixth,23,0.31139991061482986,1
173,Lena,Sixth,26,0.4249519659560316,1
174,Renee,Sixth,29,0.4841828832501326,1
175,Linda,Sixth,20,0.4267961009247867,1
176,Brooke,Sixth,21,0.566598184431002,1
177,Angela,Sixth,24,0.48775862669517905,1
178,Bridget,Sixth,21,0.4569162017466531,1
179,Betty,Sixth,24,0.534980963105169,1
180,Lola,Sixth,30,0.5152307543228434,1
181,Debra,Sixth,21,0.40830678550869137,1
182,Debra,Sixth,29,0.6112997110674216,1
183,Diana,Sixth,19,0.41919925141276265,1
184,Mary,Sixth,28,0.5751100677634319,1
185,Mable,Sixth,23,0.49041574023450657,1
186,Jeanne,Sixth,30,0.3049416329938862,1
187,Sharon,Sixth,26,0.4326362856392755,1
188,Lucia,Sixth,18,0.38953007913175974,1
189,Kimberly,Sixth,24,0.5165075984515924,1
190,Crystal,Sixth,19,0.37998579451393755,1
191,Esther,Sixth,25,0.35987570615368214,1
192,Della,Sixth,28,0.5487373450086704,1
193,Joy,Sixth,20,0.5711191682655571,1
194,Benita,Sixth,24,0.5812982298969092,1
195,Doris,Sixth,18,0.5366558449616664,1
196,Francisca,Sixth,27,0.4946573817954197,1
197,Nia,Sixth,20,0.48775524353357663,1
198,Christina,Sixth,29,0.49946937325955093,1
199,Marta,Sixth,26,0.42786748248659734,1
200,Julia,Sixth,25,0.40367954499254277,1
