ID,Name,Day,Age,Response,Gender
103,Josephine,Third,27,0.2546435281845215,1
104,Annie,Third,28,0.1626793086510125,1
105,Veronica,Third,18,0.15894234898808557,1
106,Elizabeth,Third,23,0.13821001205483563,1
107,Marie,Third,29,0.4296772701722621,1
108,Barbara,Third,20,0.26983532525703535,1
109,Donna,Third,29,0.2655069673292091,1
110,Shannon,Third,29,0.40413085568694884,1
111,Miranda,Third,28,0.4800537578490202,1
112,Brianna,Third,22,0.337140978273721,1
113,Willie,Third,25,0.42419288301190494,1
114,Rachel,Third,21,0.48599986732070316,1
115,Maria,Third,21,0.3629540970920129,1
116,Barbara,Third,23,0.16852493317252487,1
117,Mattie,Third,26,0.23676172304585183,1
118,Barbara,Third,22,0.06152609938210449,1
119,Nicole,Third,22,0.3503871294979333,1
120,Kimberly,Third,25,0.2007687858885483,1
121,Maya,Third,27,0.10781467853414786,1
122,Tammy,Third,21,0.31248710828775866,1
123,Marilyn,Third,24,0.2315918082881084,1
124,Karen,Third,26,0.37925839099607017,1
125,Sherri,Third,20,0.22479738552961437,1
126,Lisa,Third,22,0.3937598093564011,1
127,Ruth,Third,23,0.35766639997738886,1
128,Beatriz,Third,22,0.31682189635993135,1
129,Wilma,Third,25,0.37585841457391245,1
130,Alyssa,Third,30,0.3085852064080091,1
131,Samira,Third,24,0.151746926403271,1
132,Danielle,Third,26,0.22753745612351065,1
133,Rachal,Third,30,0.3610553615449557,1
134,Candice,Third,30,0.4388949258928928,1
135,Yvonne,Third,30,0.4048133036787922,1
136,Lorraine,Third,19,0.40408945966394383,1
137,Minnie,Third,25,0.29526460138588445,1
138,Katherine,Third,27,0.23218295461563465,1
139,Teresa,Third,24,0.288099569320385,1
140,Suzanne,Third,21,0.19281315359303006,1
141,Maria,Third,30,0.20878605927260152,1
142,Laura,Third,21,0.31001170478878587,1
143,Georgette,Third,20,0.25414741656924617,1
144,Marcia,Third,19,0.2544845379303242,1
145,Susie,Third,21,0.2552596121234506,1
146,Deanna,Third,18,0.3411282642309317,1
147,Harriet,Third,22,0.28177574540659334,1
148,Laverne,Third,23,0.39777461852353124,1
149,Evelyn,Third,27,0.32634821778406403,1
150,Jessica,Third,22,0.41692996920989045,1
151,Mary,Third,28,0.2912700180826905,1
152,Maurine,Third,23,0.3658273349613423,1
153,Millicent,Third,21,0.1814600319803471,1
154,Twila,Third,22,0.11450456796224576,1
155,Kim,Third,27,0.30006578684806806,1
156,Elida,Third,27,0.2973024979581068,1
157,Robin,Third,21,0.344319840415806,1
158,Katrina,Third,23,0.3941285963124728,1
159,Christina,Third,23,0.24304273009426638,1
160,Ashley,Third,21,0.26499460705798444,1
161,Katherine,Third,19,0.25160993626318373,1
162,Stella,Third,18,0.32252690003313333,1
163,Lillian,Third,29,0.4416691488521206,1
164,Megan,Third,26,0.20979142796607642,1
165,Martha,Third,30,0.20579162165361542,1
166,Tamra,Third,22,0.3006375132361834,1
167,Barbara,Third,23,0.26012685200209723,1
168,Helen,Third,23,0.37544374017988963,1
169,Delores,Third,20,0.12954699806939204,1
170,Cassandra,Third,19,0.25409331110726163,1
171,Shawn,Third,20,0.30561798955842207,1
172,Diane,Third,23,0.49581334447247716,1
173,Lena,Third,26,0.383550329773357,1
174,Renee,Third,29,0.45728244409775576,1
175,Linda,Third,20,0.10356925135228409,1
176,Brooke,Third,21,0.25823733255742,1
177,Angela,Third,24,0.17522977093065387,1
178,Bridget,Third,21,0.37387048838960085,1
179,Betty,Third,24,0.2010030230852912,1
180,Lola,Third,30,0.0880386725320789,1
181,Debra,Third,21,0.328620856473355,1
182,Debra,Third,29,0.1969407114408554,1
183,Diana,Third,19,0.26113471045468545,1
184,Mary,Third,28,0.3870255632085793,1
185,Mable,Third,23,0.21058587572911364,1
186,Jeanne,Third,30,0.16476734498706566,1
187,Sharon,Third,26,0.1743039523286418,1
188,Lucia,Third,18,0.24989590639300924,1
189,Kimberly,Third,24,0.25267980535238743,1
190,Crystal,Third,19,0.46502800197051064,1
191,Esther,Third,25,0.458334791314361,1
192,Della,Third,28,0.33932267945918027,1
193,Joy,Third,20,0.22438433095955929,1
194,Benita,Third,24,0.6592965632897276,1
195,Doris,Third,18,0.20466130015714384,1
196,Francisca,Third,27,0.3030593621001276,1
197,Nia,Third,20,0.4927684348890771,1
198,Christina,Third,29,0.36457646827993395,1
199,Marta,Third,26,0.28107371385808283,1
200,Julia,Third,25,0.3027358980468843,1
