ID,Name,Day,Age,Response,Gender
62,Charles,Fourth,29,0.41404518665490153,0
63,Lawrence,Fourth,24,0.5737876910026611,0
64,Billy,Fourth,25,0.25672692751851567,0
65,Travis,Fourth,19,0.38254645695292794,0
66,Kelly,Fourth,21,0.24976670227368256,0
67,Johnnie,Fourth,23,0.4264878390845841,0
68,Kenneth,Fourth,25,0.37648218114143644,0
69,John,Fourth,19,0.38565431812985124,0
70,Tony,Fourth,22,0.5227296520871594,0
71,Salvatore,Fourth,30,0.353377740999313,0
72,Jack,Fourth,23,0.46564639107520617,0
73,Jose,Fourth,28,0.47926400031478067,0
74,John,Fourth,24,0.4936502087816483,0
75,Richard,Fourth,18,0.4916099257615466,0
76,Alan,Fourth,24,0.4680982718409892,0
77,Edward,Fourth,30,0.40179927912901464,0
78,Kenny,Fourth,30,0.5056629886231886,0
79,Ian,Fourth,24,0.3373081263161796,0
80,Brian,Fourth,29,0.3858918012764013,0
81,Chad,Fourth,24,0.3987378043345847,0
82,Lowell,Fourth,19,0.2775041697675872,0
83,Jonathon,Fourth,24,0.39468734802669114,0
84,Chester,Fourth,25,0.4846246091428523,0
85,Harold,Fourth,28,0.34391998854946815,0
86,Michael,Fourth,28,0.4396240563324852,0
87,James,Fourth,23,0.45944933276198535,0
88,Charles,Fourth,18,0.29736071948922327,0
89,Arthur,Fourth,21,0.3874817488644538,0
90,Robert,Fourth,21,0.27578311464729943,0
91,William,Fourth,30,0.41595100404870416,0
92,Raymond,Fourth,25,0.3319726165000659,0
93,Michael,Fourth,18,0.39970325921640615,0
94,James,Fourth,27,0.4470893622287899,0
95,James,Fourth,22,0.33236527804458765,0
96,Jayson,Fourth,30,0.18488006562531636,0
97,Don,Fourth,24,0.3563785233895987,0
98,Joseph,Fourth,29,0.31149720683196674,0
99,Paul,Fourth,22,0.34441795534048913,0
100,Roberto,Fourth,27,0.4024739479704382,0
101,Vanessa,Fourth,25,0.23084437245185016,1
102,Alice,Fourth,23,0.44482043300938245,1
103,Josephine,Fourth,27,0.35954439960470286,1
104,Annie,Fourth,28,0.4037623214927178,1
105,Veronica,Fourth,18,0.4616276208105221,1
106,Elizabeth,Fourth,23,0.2199452017950949,1
107,Marie,Fourth,29,0.5734469964253677,1
108,Barbara,Fourth,20,0.3452579184219273,1
109,Donna,Fourth,29,0.5101356717558677,1
110,Shannon,Fourth,29,0.4870772079053962,1
111,Miranda,Fourth,28,0.2809131292528238,1
112,Brianna,Fourth,22,0.36882768469414967,1
113,Willie,Fourth,25,0.2817898088297147,1
114,Rachel,Fourth,21,0.45570969255802446,1
115,Maria,Fourth,21,0.29253676504995946,1
116,Barbara,Fourth,23,0.29014639234537465,1
117,Mattie,Fourth,26,0.49931575605614054,1
118,Barbara,Fourth,22,0.38570075922708813,1
119,Nicole,Fourth,22,0.2550366801374672,1
120,Kimberly,Fourth,25,0.3346951068347461,1
121,Maya,Fourth,27,0.24178187224065179,1
122,Tammy,Fourth,21,0.346438019080797,1
123,Marilyn,Fourth,24,0.3324888987819297,1
124,Karen,Fourth,26,0.3395216825531733,1
125,Sherri,Fourth,20,0.34838312574813657,1
126,Lisa,Fourth,22,0.4975986556009898,1
127,Ruth,Fourth,23,0.3828730342575669,1
128,Beatriz,Fourth,22,0.45053342936626845,1
129,Wilma,Fourth,25,0.3236413786582404,1
130,Alyssa,Fourth,30,0.2657136686251437,1
131,Samira,Fourth,24,0.34298357210466884,1
132,Danielle,Fourth,26,0.2863774316486247,1
133,Rachal,Fourth,30,0.41931657931420674,1
134,Candice,Fourth,30,0.36197239860701375,1
135,Yvonne,Fourth,30,0.3396216205916616,1
136,Lorraine,Fourth,19,0.27536841443696525,1
137,Minnie,Fourth,25,0.2985729886390672,1
138,Katherine,Fourth,27,0.2033364988509848,1
139,Teresa,Fourth,24,0.2448128277571272,1
140,Suzanne,Fourth,21,0.46807416665804347,1
141,Maria,Fourth,30,0.29282989317411895,1
142,Laura,Fourth,21,0.40339958868431114,1
143,Georgette,Fourth,20,0.36845262157262815,1
144,Marcia,Fourth,19,0.32458549991370844,1
145,Susie,Fourth,21,0.36242385900246166,1
146,Deanna,Fourth,18,0.40347215560240307,1
147,Harriet,Fourth,22,0.12973622725941192,1
148,Laverne,Fourth,23,0.30074102785678153,1
149,Evelyn,Fourth,27,0.4318597243272191,1
150,Jessica,Fourth,22,0.24812710439459718,1
151,Mary,Fourth,28,0.4333845377349502,1
152,Maurine,Fourth,23,0.4110557673415939,1
153,Millicent,Fourth,21,0.27794261486105876,1
154,Twila,Fourth,22,0.4933606186011485,1
155,Kim,Fourth,27,0.3404094801363547,1
156,Elida,Fourth,27,0.40927430370998996,1
157,Robin,Fourth,21,0.32046152782851534,1
158,Katrina,Fourth,23,0.3531386689255173,1
159,Christina,Fourth,23,0.6109102060868049,1
160,Ashley,Fourth,21,0.4424437398309864,1
161,Katherine,Fourth,19,0.39826806720311575,1
162,Stella,Fourth,18,0.40856616373834237,1
163,Lillian,Fourth,29,0.17652259079012125,1
164,Megan,Fourth,26,0.270331784882343,1
165,Martha,Fourth,30,0.34443714107087897,1
166,Tamra,Fourth,22,0.40994029988195163,1
167,Barbara,Fourth,23,0.2252279642307069,1
168,Helen,Fourth,23,0.26291192088024945,1
169,Delores,Fourth,20,0.310787486782465,1
170,Cassandra,Fourth,19,0.3303517030285769,1
171,Shawn,Fourth,20,0.29707082871681184,1
172,Diane,Fourth,23,0.32431689740668906,1
173,Lena,Fourth,26,0.5990319613217561,1
174,Renee,Fourth,29,0.2757123422532532,1
175,Linda,Fourth,20,0.35600521709710803,1
176,Brooke,Fourth,21,0.3999378764760127,1
177,Angela,Fourth,24,0.34673102607993733,1
178,Bridget,Fourth,21,0.3271018468493462,1
179,Betty,Fourth,24,0.45402369893409966,1
180,Lola,Fourth,30,0.3103734801925171,1
181,Debra,Fourth,21,0.3816986053701544,1
182,Debra,Fourth,29,0.2818684237762095,1
183,Diana,Fourth,19,0.45616208444402906,1
184,Mary,Fourth,28,0.45392687542382165,1
185,Mable,Fourth,23,0.529700547264452,1
186,Jeanne,Fourth,30,0.2776421885175293,1
187,Sharon,Fourth,26,0.5174364814954343,1
188,Lucia,Fourth,18,0.2624853479564313,1
189,Kimberly,Fourth,24,0.49863004523501453,1
190,Crystal,Fourth,19,0.4031701809858398,1
191,Esther,Fourth,25,0.3893473345654394,1
192,Della,Fourth,28,0.28463410281318635,1
193,Joy,Fourth,20,0.25740728380089895,1
194,Benita,Fourth,24,0.377863984758393,1
195,Doris,Fourth,18,0.21280721727446952,1
196,Francisca,Fourth,27,0.480961160636833,1
197,Nia,Fourth,20,0.4193608044272194,1
198,Christina,Fourth,29,0.27334737234146533,1
199,Marta,Fourth,26,0.37572150100438095,1
200,Julia,Fourth,25,0.15106477452894013,1
